rest,user_id,review_id,sent_id,text,Target,Target_key,Polar_expression,Polarity,Polar_ans,date,stars
1,9zqvrIY6iygeJqSQhbpKVQ,uzdjUaTYSGmvifc9L6Xz0w,uzdjUaTYSGmvifc9L6Xz0w:5,"Great atmosphere, we had a table by a window.","['atmosphere,']",['atmosphere'],['Great'],Positive,True,2010-12-29 22:35:44,4.0
1,9zqvrIY6iygeJqSQhbpKVQ,uzdjUaTYSGmvifc9L6Xz0w,uzdjUaTYSGmvifc9L6Xz0w:6,This afforded us a view of the street traffic.,['This'],[],['us a view of the street traffic.'],Positive,True,2010-12-29 22:35:44,4.0
1,9zqvrIY6iygeJqSQhbpKVQ,uzdjUaTYSGmvifc9L6Xz0w,uzdjUaTYSGmvifc9L6Xz0w:7,GREAT time and food.,['food.'],['food'],['GREAT'],Positive,True,2010-12-29 22:35:44,4.0
1,9zqvrIY6iygeJqSQhbpKVQ,uzdjUaTYSGmvifc9L6Xz0w,uzdjUaTYSGmvifc9L6Xz0w:7,GREAT time and food.,[],[],['time'],Positive,False,2010-12-29 22:35:44,4.0
1,yKfHRxS6iNZrDL-6rlSV1Q,raKu9sCn_1U-rDKzIibwew,raKu9sCn_1U-rDKzIibwew:0,"The food was decent, but to be honest, there's nothing I would come back for.",['The food'],['food'],"['be honest,']",Negative,True,2019-02-22 03:54:03,3.0
1,yKfHRxS6iNZrDL-6rlSV1Q,raKu9sCn_1U-rDKzIibwew,raKu9sCn_1U-rDKzIibwew:0,"The food was decent, but to be honest, there's nothing I would come back for.",['The food'],['food'],"['decent,']",Negative,True,2019-02-22 03:54:03,3.0
1,yKfHRxS6iNZrDL-6rlSV1Q,raKu9sCn_1U-rDKzIibwew,raKu9sCn_1U-rDKzIibwew:0,"The food was decent, but to be honest, there's nothing I would come back for.",['The food'],['food'],['would come back for.'],Negative,True,2019-02-22 03:54:03,3.0
1,yKfHRxS6iNZrDL-6rlSV1Q,raKu9sCn_1U-rDKzIibwew,raKu9sCn_1U-rDKzIibwew:1,The only dish I thought was good were the hush puppies only to discover even better hush puppies at B & C Seafood Market & Cajun Restaurant in Vacherie to be better.,[],[],['good'],Positive,False,2019-02-22 03:54:03,3.0
1,yKfHRxS6iNZrDL-6rlSV1Q,raKu9sCn_1U-rDKzIibwew,raKu9sCn_1U-rDKzIibwew:2,Service and vibes were great though!,['Service'],['service'],['great though!'],Positive,True,2019-02-22 03:54:03,3.0
1,yKfHRxS6iNZrDL-6rlSV1Q,raKu9sCn_1U-rDKzIibwew,raKu9sCn_1U-rDKzIibwew:2,Service and vibes were great though!,['vibes'],['vibes'],['great though!'],Positive,True,2019-02-22 03:54:03,3.0
1,g58N3qGKr-5cJg1Kqs7AWQ,YtOSW1cn1DHOXkAenXmymQ,YtOSW1cn1DHOXkAenXmymQ:0,"Waited about 40 minutes for a table for two on a Saturday night, but totally worth it.",[],[],['totally worth'],Negative,False,2018-05-20 17:08:32,5.0
1,g58N3qGKr-5cJg1Kqs7AWQ,YtOSW1cn1DHOXkAenXmymQ,YtOSW1cn1DHOXkAenXmymQ:2,Very highly recommended!,[],[],['Very highly recommended!'],Positive,False,2018-05-20 17:08:32,5.0
1,idpWaVoQziyCURatlsCi_w,kQVI8-VqhIVq3hN2ekFCSQ,kQVI8-VqhIVq3hN2ekFCSQ:0,The oysters were fresh and delicious!,['The oysters'],['oyster'],['fresh'],Positive,True,2016-03-23 16:13:51,2.0
1,idpWaVoQziyCURatlsCi_w,kQVI8-VqhIVq3hN2ekFCSQ,kQVI8-VqhIVq3hN2ekFCSQ:0,The oysters were fresh and delicious!,['The oysters'],['oyster'],['delicious!'],Positive,True,2016-03-23 16:13:51,2.0
1,idpWaVoQziyCURatlsCi_w,kQVI8-VqhIVq3hN2ekFCSQ,kQVI8-VqhIVq3hN2ekFCSQ:1,The oysters are the only reason I'm giving them 2!,['The oysters'],['oyster'],['reason'],Negative,True,2016-03-23 16:13:51,2.0
1,idpWaVoQziyCURatlsCi_w,kQVI8-VqhIVq3hN2ekFCSQ,kQVI8-VqhIVq3hN2ekFCSQ:2,"The smell at this location was very strong, we waited 30 minutes which wasn't bad however the lady cleaned our bar table with a dirty rag that had been sitting under all the menus she was handing out.",['The smell'],['smell'],"['very strong,']",Positive,False,2016-03-23 16:13:51,2.0
1,idpWaVoQziyCURatlsCi_w,kQVI8-VqhIVq3hN2ekFCSQ,kQVI8-VqhIVq3hN2ekFCSQ:5,"Well needless to say I won't be back, the gumbo was blah not a lot of flavor.",['the gumbo'],['gumbo'],['blah not a lot of flavor.'],Negative,True,2016-03-23 16:13:51,2.0
1,idpWaVoQziyCURatlsCi_w,kQVI8-VqhIVq3hN2ekFCSQ,kQVI8-VqhIVq3hN2ekFCSQ:6,Well this review is all over the pace but here it is!,['Well this review'],"['well', 'review']",['all over the pace'],Negative,True,2016-03-23 16:13:51,2.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:0,GET THE CHARBROILED OYSTERS with extra bread.,['CHARBROILED OYSTERS'],"['charbroiled', 'oyster']",['with extra bread.'],Negative,False,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:1,Tried a good amount of other plates and they were meh...,['amount'],['amount'],['good'],Positive,False,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:1,Tried a good amount of other plates and they were meh...,['of other plates'],['plates'],['good'],Positive,False,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:3,Go for the oysters and thats it.,['the oysters'],['oyster'],['Go'],Positive,True,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:6,"there are better ones for gumbo, jambalaya, po boys, red beans and rice..",['beans'],['beans'],['there are'],Negative,True,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:6,"there are better ones for gumbo, jambalaya, po boys, red beans and rice..",['rice..'],['rice'],['there are'],Negative,True,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:8,but oysters....,[],[],['oysters....'],Negative,False,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:13,she would walk away in the middle of us ordering and forgot lots of things...,[],[],"['would walk away in the middle', 'us ordering']",Positive,False,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:14,it was wednesday afternoon so wasnt a busy saturday night or anything..,['it'],[],['wednesday afternoon'],Positive,True,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:15,probably would come back only to sit at the bar and order oysters...,[],[],['probably would come back only'],Positive,False,2016-11-01 19:24:58,3.0
1,24C-Z9Mu8IKZogiOT_clAQ,Uw6P51Is3faijSmuVYw5uA,Uw6P51Is3faijSmuVYw5uA:16,wouldnt eat a real meal here ever again.,['meal'],['meal'],['here ever again.'],Positive,False,2016-11-01 19:24:58,3.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:1,Acme Oyster House is located on Iberville Street and is accessible by foot.,['Acme Oyster House'],"['acme', 'oyster', 'house']",['accessible by foot.'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:1,Acme Oyster House is located on Iberville Street and is accessible by foot.,['Acme Oyster House'],"['acme', 'oyster', 'house']",['on Iberville Street'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:2,I did not see many street parking spots available nearby.,['street parking spots'],"['street', 'parking', 'spot']",['available nearby.'],Negative,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:3,I went in on a weekday with my dad around 1:30 pm and it was the perfect timing because we only waited 5 min.,['timing'],['timing'],['the perfect'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:4,The host and servers were super friendly and quick here.,['The host'],['host'],['super friendly'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:4,The host and servers were super friendly and quick here.,['servers'],['server'],['super friendly'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:4,The host and servers were super friendly and quick here.,['The host'],['host'],['quick here.'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:4,The host and servers were super friendly and quick here.,['servers'],['server'],['quick here.'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:6,Everything was really good and fresh!,['Everything'],['everything'],['really good'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:6,Everything was really good and fresh!,['Everything'],['everything'],['fresh!'],Positive,True,2018-03-31 05:56:34,5.0
1,PoOAjJNa6T2PlD86UvGtQg,9K2VT6Tiu8f-HzUsE6R7cg,9K2VT6Tiu8f-HzUsE6R7cg:7,I would definitely recommend this place!,['this place!'],['place'],['definitely recommend'],Positive,True,2018-03-31 05:56:34,5.0
1,EwmzqUrrUlJ2vYO99nvr-w,dvZeyEeFIjqdIZSsxlEWgw,dvZeyEeFIjqdIZSsxlEWgw:0,Delicious grilled garlic and parmesan oysters to start followed by a shrimp po boy and washed down with a hurricane cocktail.,['garlic'],['garlic'],['Delicious'],Positive,True,2016-01-07 02:20:36,4.0
1,EwmzqUrrUlJ2vYO99nvr-w,dvZeyEeFIjqdIZSsxlEWgw,dvZeyEeFIjqdIZSsxlEWgw:1,Tip top from start to finish,[],[],['Tip top from start to finish'],Positive,False,2016-01-07 02:20:36,4.0
1,5TTNa5UZPGSnSLwnMmXTvw,kSA5vzmrFbcvaHtYViG7lQ,kSA5vzmrFbcvaHtYViG7lQ:3,Will not return,[],[],['Will not return'],Negative,False,2018-05-07 16:21:04,1.0
1,pTHC8yO1Ri4AwqzNTwLwjA,80ZjS4joElFoiStmUXy9ag,80ZjS4joElFoiStmUXy9ag:1,There is always a line the oysters are good and the people at the oyster bar and their servers are very nice.,['the people at the oyster bar'],"['people', 'oyster', 'bar']",['very nice.'],Positive,True,2017-06-13 03:06:00,4.0
1,pTHC8yO1Ri4AwqzNTwLwjA,80ZjS4joElFoiStmUXy9ag,80ZjS4joElFoiStmUXy9ag:1,There is always a line the oysters are good and the people at the oyster bar and their servers are very nice.,['their servers'],['server'],['very nice.'],Positive,True,2017-06-13 03:06:00,4.0
1,pTHC8yO1Ri4AwqzNTwLwjA,80ZjS4joElFoiStmUXy9ag,80ZjS4joElFoiStmUXy9ag:1,There is always a line the oysters are good and the people at the oyster bar and their servers are very nice.,['the oysters'],['oyster'],['good'],Positive,True,2017-06-13 03:06:00,4.0
1,hsluYJdzyl0z81gowytmEA,PU0OKXkhu9lY3tZjgLaSGg,PU0OKXkhu9lY3tZjgLaSGg:0,"Fun environment, loved pretty much everything but the star for me was the chargrilled oysters, this was the first place I had them while in NOLA and proceeded to order them everywhere we went that had them, all of them were good, but Acme's to me were exceptional, would have loved to go back but just didn't have the time.","['environment,']",['environment'],['loved pretty much everything'],Negative,False,2019-03-08 20:32:04,5.0
1,hsluYJdzyl0z81gowytmEA,PU0OKXkhu9lY3tZjgLaSGg,PU0OKXkhu9lY3tZjgLaSGg:0,"Fun environment, loved pretty much everything but the star for me was the chargrilled oysters, this was the first place I had them while in NOLA and proceeded to order them everywhere we went that had them, all of them were good, but Acme's to me were exceptional, would have loved to go back but just didn't have the time.",[],[],['back'],Negative,False,2019-03-08 20:32:04,5.0
1,M8R9uEEipZmGfesS5n-5hA,TQnjsi43seQTPAdsM4D6KA,TQnjsi43seQTPAdsM4D6KA:0,Quality of seafood was fair but atmosphere here were just average.,['Quality of seafood'],"['quality', 'seafood']",['fair'],Negative,False,2016-12-15 02:33:36,2.0
1,M8R9uEEipZmGfesS5n-5hA,TQnjsi43seQTPAdsM4D6KA,TQnjsi43seQTPAdsM4D6KA:0,Quality of seafood was fair but atmosphere here were just average.,['atmosphere'],['atmosphere'],['just average.'],Negative,True,2016-12-15 02:33:36,2.0
1,M8R9uEEipZmGfesS5n-5hA,TQnjsi43seQTPAdsM4D6KA,TQnjsi43seQTPAdsM4D6KA:0,Quality of seafood was fair but atmosphere here were just average.,['here'],[],['just average.'],Negative,True,2016-12-15 02:33:36,2.0
1,M8R9uEEipZmGfesS5n-5hA,TQnjsi43seQTPAdsM4D6KA,TQnjsi43seQTPAdsM4D6KA:1,Wouldn't be my top recommendation to someone visiting NOLA.,[],[],"[""Wouldn't be my top recommendation to someone visiting NOLA.""]",Positive,False,2016-12-15 02:33:36,2.0
1,CHC3OuvlsYhHSyZ_5bSpLQ,4esPLSmdizvVBKPVd7CiSg,4esPLSmdizvVBKPVd7CiSg:1,But totally worth the wait!,['the wait!'],['wait'],['totally worth'],Negative,False,2021-05-26 22:02:54,5.0
1,CHC3OuvlsYhHSyZ_5bSpLQ,4esPLSmdizvVBKPVd7CiSg,4esPLSmdizvVBKPVd7CiSg:2,Dozen char grilled oysters were to die for.,['oysters'],['oyster'],['to die for.'],Positive,True,2021-05-26 22:02:54,5.0
1,CHC3OuvlsYhHSyZ_5bSpLQ,4esPLSmdizvVBKPVd7CiSg,4esPLSmdizvVBKPVd7CiSg:3,"Piping hot, perfect amount of cheese and garlic better topped huge oysters.",['amount of cheese'],"['amount', 'cheese']",['perfect'],Positive,True,2021-05-26 22:02:54,5.0
1,CHC3OuvlsYhHSyZ_5bSpLQ,4esPLSmdizvVBKPVd7CiSg,4esPLSmdizvVBKPVd7CiSg:4,Just amazing.,[],[],['Just amazing.'],Negative,False,2021-05-26 22:02:54,5.0
1,CHC3OuvlsYhHSyZ_5bSpLQ,4esPLSmdizvVBKPVd7CiSg,4esPLSmdizvVBKPVd7CiSg:5,Mkt price on 5/25/21 was $24.95 and worth every penny!,['Mkt price'],"['mkt', 'price']",['$24.95'],Positive,True,2021-05-26 22:02:54,5.0
1,IeNFZt4vANoTUTBYkj_eew,xqyPvHHjS-tWCybUKxKbQg,xqyPvHHjS-tWCybUKxKbQg:1,"Everything was amazing, especially the softshell crab.",['Everything'],['everything'],"['amazing,']",Positive,True,2020-07-24 23:23:00,5.0
1,IeNFZt4vANoTUTBYkj_eew,xqyPvHHjS-tWCybUKxKbQg,xqyPvHHjS-tWCybUKxKbQg:2,"The jambalaya was a bit heavier than other places we've tried, but good nonetheless.",['The jambalaya'],['jambalaya'],"[""bit heavier than other places we've tried,""]",Negative,True,2020-07-24 23:23:00,5.0
1,IeNFZt4vANoTUTBYkj_eew,xqyPvHHjS-tWCybUKxKbQg,xqyPvHHjS-tWCybUKxKbQg:3,"The oyster shooter was interesting, and I'm glad I tried it.",['The oyster shooter'],"['oyster', 'shooter']","['interesting,']",Positive,True,2020-07-24 23:23:00,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:2,The line looked long but it goes really fast.,['The line'],['line'],['long'],Negative,True,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:2,The line looked long but it goes really fast.,['it'],[],['goes really fast.'],Negative,False,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:4,The charred oyster is a MUST GET.,['The charred oyster'],"['charred', 'oyster']",['a MUST GET.'],Negative,False,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:7,Second best item to get and I would HIGHLY recommend is their fried fish.,[],[],['HIGHLY recommend'],Positive,False,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:7,Second best item to get and I would HIGHLY recommend is their fried fish.,['item'],['item'],['best'],Positive,True,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:8,It was battered up lightly and the fish was so tender and moist.,['the fish'],['fish'],['moist.'],Negative,False,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:8,It was battered up lightly and the fish was so tender and moist.,['the fish'],['fish'],['tender'],Negative,False,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:9,"I had this last year when I visited New Orleans and the taste, texture and freshness of the fish was still the same.",['texture'],['texture'],['still the same.'],Positive,True,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:9,"I had this last year when I visited New Orleans and the taste, texture and freshness of the fish was still the same.",['of the fish'],['fish'],['still the same.'],Positive,True,2016-08-28 01:35:31,5.0
1,iL8ZBNb3qpJ2hbRGam62UQ,g51G19EJWRp9R0yHtF5kaQ,g51G19EJWRp9R0yHtF5kaQ:12,Jambalaya and gumbo was also amazing!,['Jambalaya'],['jambalaya'],['amazing!'],Positive,True,2016-08-28 01:35:31,5.0
